0,0,2021-06-13 13:30:15
999,999,2021-06-14 10:36:42
999,999,2021-06-14 10:40:22
999,999,2021-06-14 10:40:42
999,999,2021-06-14 10:41:02
999,999,2021-06-14 22:24:15
2,1,2021-06-14 22:24:35
2,1,2021-06-14 22:24:55
2,1,2021-06-14 22:25:15
2,1,2021-06-14 22:25:35
2,1,2021-06-14 22:25:55
2,1,2021-06-14 22:26:15
2,1,2021-06-14 22:26:35
2,1,2021-06-14 22:26:55
2,1,2021-06-14 22:27:15
2,1,2021-06-14 22:27:35
2,1,2021-06-14 22:27:55
2,1,2021-06-14 22:28:15
2,1,2021-06-14 22:28:35
2,1,2021-06-14 22:28:55
2,1,2021-06-14 22:29:15
2,1,2021-06-14 22:29:36
2,1,2021-06-19 17:51:53
2,1,2021-06-19 17:52:14
2,1,2021-06-19 17:52:34
2,1,2021-06-19 17:52:54
2,1,2021-06-19 17:53:14
2,1,2021-06-19 17:53:34
2,1,2021-06-19 17:53:54
2,1,2021-06-19 17:54:14
2,1,2021-06-19 17:54:34
2,1,2021-06-19 17:54:54
2,1,2021-06-19 17:55:14
2,1,2021-06-19 17:55:34
2,1,2021-06-19 17:55:54
2,1,2021-06-19 17:56:14
2,1,2021-06-19 17:56:34
2,1,2021-06-19 17:56:54
2,1,2021-06-19 17:57:55
2,1,2021-06-19 17:58:56
2,1,2021-06-19 17:59:57
2,1,2021-06-19 18:00:58
2,1,2021-06-19 18:01:59
2,1,2021-06-19 18:02:53
2,1,2021-06-19 18:02:53
2,1,2021-06-19 18:03:14
2,1,2021-06-19 18:05:14
2,1,2021-06-19 18:05:44
2,1,2021-06-19 18:06:04
2,1,2021-06-19 18:06:24
2,1,2021-06-19 18:06:44
2,1,2021-06-19 18:07:04
2,1,2021-06-19 18:07:24
2,1,2021-06-19 18:07:44
2,1,2021-06-19 18:08:04
2,1,2021-06-19 18:08:44
2,1,2021-06-19 18:08:51
2,1,2021-06-19 18:09:11
2,1,2021-06-19 18:09:31
2,1,2021-06-19 18:09:52
2,1,2021-06-19 18:10:48
2,1,2021-06-19 18:11:08
2,1,2021-06-19 18:11:29
2,1,2021-06-19 18:11:49
2,1,2021-06-19 18:12:09
2,1,2021-06-19 18:12:29
2,1,2021-06-19 18:12:49
2,1,2021-06-19 18:13:09
2,1,2021-06-19 18:13:29
2,1,2021-06-19 18:13:49
2,1,2021-06-19 18:14:09
2,1,2021-06-19 18:14:28
2,1,2021-06-19 18:14:49
2,1,2021-06-19 18:15:09
2,1,2021-06-19 18:15:29
2,1,2021-06-19 18:16:07
2,1,2021-06-19 18:16:27
2,1,2021-06-19 18:16:47
2,1,2021-06-19 18:17:07
2,1,2021-06-19 18:17:27
